"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Isle of Man","IMN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","325","325","322","318","320","310","311","312","316","316","316","320","324","328","332","337","341","345","349","354","358","363","366","370","374","379","383","387","391","396","400","404","408","413","417","421","425","430","434","438","442","454","457.7","458","461.1","423.6","421.2","442.8","434.2","433.8","426.1","384","388","389","404","407","402","403","403","398","",
"India","IND","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1749520","1764820","1761540","1767120","1771770","1775300","1778070","1783640","1777920","1780520","1778170","1779460","1787510","1792820","1796940","1796490","1795910","1805920","1805800","1802720","1804010","1807710","1804620","1814520","1813400","1811920","1815430","1810910","1815010","1814130","1815860","1813050","1813820","1812910","1809450","1805890","1809810","1808740","1810210","1809750","1804870","1805600","1802490","1803750","1801260","1799060","1796200","1797570","1800680","1795730","1796700","1796420","1796980","1797280","1796750","1795780","1792356.04","1791155.64","1790449.469","1790450.764","",
"Not classified","INX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","56490","56490","56490","56490","56490","56490","56490","56490","56490","56490","56480","56480","56480","56480","56480","56480","56480","56480","56480","56480","56480","56480","56490","56490","56490","56490","56490","56490","56490","56490","44420","44130","44040","43900","43890","43410","44310","44160","44180","44120","44100","43730","43700","43050","43020","42600","42760","46290","45939.2","45680","45550","45330","44770","44660","44300","44610","44890","45160","45240","45120","",
"Iran, Islamic Rep.","IRN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","592710","592900","593500","594100","594700","594800","595500","596000","596700","597000","601540","608000","614810","609600","604400","599500","596930","588670","599080","577130","582800","588670","592100","595400","603700","607000","610300","618710","617000","615000","629970","637870","641520","641570","642080","644270","638320","647870","636870","628840","638230","640440","642650","644860","476310","478520","480730","466850","466862","465394","463926","462458","459540","459540","459540","459540","464350","469150","470130","470130","",
"Iraq","IRQ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","88000","88550","89100","88650","89200","89250","89800","89850","89900","89930","89990","91600","91700","92800","92850","92850","92850","93890","94390","94390","94390","94500","94500","94500","94650","94800","94800","95300","92300","92300","96300","95500","98700","93500","91000","91000","86600","89000","87500","83000","84900","88400","86900","86900","93900","89900","91400","81900","78500","82200","85500","85685","88637.5","92690","92500","92500","92500","92500","92500","92500","",
"Iceland","ISL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","21200","21200","21200","21200","21200","21200","21200","21200","21200","20010","19910","19810","19710","19600","19500","19400","19310","19210","19110","19000","19000","19000","19000","19000","19000","19000","19000","19000","19000","19010","19010","19010","19000","19000","18990","18970","18950","18910","18890","18890","18890","18870","18850","18840","18820","18810","18760","18760","18750","18740","18732","18722","18722","18722","18720","18720","18720","18720","18720","18720","",
"Israel","ISR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5110","5050","5220","5250","5140","5250","5250","5210","5230","5250","5270","5270","5370","5450","5400","5300","5310","5330","5330","5330","5380","5400","5530","5640","5750","5790","5770","5760","5750","5790","5780","5770","5770","5790","5730","5640","5630","5620","5590","5660","5610","5630","5510","5135","5145","5088","5181","5156","5226","5045","5170","5262","5203","5377","5339","5520","6440","6413","6384","6464","",
"Italy","ITA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","206830","206520","205100","204620","204400","204050","203790","203550","202270","201800","176490","175080","174820","175020","175170","175290","175010","175890","176080","175620","175510","175360","172600","172440","170950","170420","170120","168390","168500","168400","160540","159780","159100","157020","153330","153490","153450","154840","157990","156370","155020","152730","149070","148830","147360","142030","141620","144572","139824","143278","138526","137290","136300","131620","129450","128120","128265.7","124050","131209.62","129990","",
"Jamaica","JAM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5330","5350","5350","5330","5070","5170","5170","5170","5170","5070","5070","5070","5070","5070","5070","5070","5070","5070","4970","4970","4970","4870","4770","4770","4770","4770","4770","4770","4770","4760","4760","4760","5030","5000","4970","4940","4890","4840","4820","4790","4790","4740","4740","4720","4670","4670","4640","4490","4490","4440","4440","4440","4440","4440","4440","4440","4440","4440","4440","4440","",
"Jordan","JOR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10840","10860","10870","10910","10920","10940","10970","10990","11000","11040","11050","11090","11100","11140","11150","11170","11180","11220","11250","11270","11176","11241","11380","10501","11178","11258","11560","11650","11498","10402","10104","11207","10900","10720","11140","10510","10610","10660","10670","10690","10220","10250","10050","10370","10130","10180","9633","9725","10250","10023","10026","10449","10566","10640","10563","10659.6","10070","10218","10365","10290","",
"Japan","JPN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","71100","71200","70200","70300","70040","68960","68380","67970","66520","66960","65410","64840","64470","64150","62730","62360","62150","61940","61740","60610","60420","60260","60110","59960","58790","58580","58400","58170","57290","56930","56540","56150","55740","55330","54430","53990","53540","53100","52710","52580","47930","47630","47360","47140","46920","46710","46500","46280","46090","45930","45610","45490","45380","45180","44960","44710","44440","44200","43970","43720","",
"Kazakhstan","KAZ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2214630","2217470","2216510","2171865","2154736","2156918","2153298","2150753","2153933","2144856","2134689","2130014","2126705","2122860","2118765","2114356","2108514","2107833","2171618","2169885","2170121","2169941","2167994","2162597","2162421","2162137","2160361","2139743","2140032","",
"Kenya","KEN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","252000","252050","252100","252150","252200","252250","252300","252350","252400","252450","252500","252550","252600","252650","255720","255780","255800","255800","255800","255800","255800","255800","255800","255050","263540","263730","264350","266620","270530","267700","268770","270720","268400","272320","272180","264510","265940","264580","268760","266710","268390","268180","268740","269920","270020","270540","270700","270850","272850","273200","276300","277300","276300","276300","276300","276300","276300","276300","276300","276300","",
"Kyrgyz Republic","KGZ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","100880","101200","103290","105370","106410","106610","106900","107260","107140","107760","107760","108400","107700","107450","107311","107286","107272","106173","106119","106085","105913","105567","105571","105562","105411","105401","103708","103684","103678","",
"Cambodia","KHM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","35180","35330","35420","35950","36270","36270","36290","35770","34770","34190","24500","24500","24500","25000","25000","25500","25500","26000","26000","26500","26500","26800","26900","26910","29900","32900","37000","41500","44350","44550","45100","45150","45310","45700","45700","45800","45800","46300","46400","47700","48900","50000","51000","52300","53560","53550","53550","53550","53550","54550","54550","54550","54550","54550","55820","56040","56520","56910","57480","57890","",
"Kiribati","KIR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","390","390","430","430","430","430","380","380","380","380","380","380","380","380","380","380","380","380","380","380","380","380","380","390","390","390","390","390","390","390","390","390","370","370","370","370","370","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","",
"St. Kitts and Nevis","KNA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","200","200","200","200","200","200","200","200","180","150","150","150","150","150","150","150","150","150","150","150","150","140","140","130","130","120","120","120","120","120","120","120","120","100","100","90","90","90","100","95","93","81","81","80.3","50","50.1","50.9","51","55","57","60","60","60","60","60","60","60","60","60","60","",
"Korea, Rep.","KOR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","21130","20810","21000","21910","22780","23150","23360","23430","23370","23240","22990","22700","22710","22680","22720","22700","22670","22630","22520","22470","22450","22430","22360","22290","22200","22170","22190","22140","21970","21790","21610","21360","21180","20960","20480","20080","19830","19690","19540","19730","19450","19190","19020","18930","18810","18580","18400","18170","17950","17730","17561","17880","17687","17483","17360","17008","16767","16520","16370","16210","",
"Kuwait","KWT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1360","1360","1360","1370","1370","1380","1380","1410","1410","1410","1410","1410","1420","1420","1420","1430","1430","1430","1440","1480","1510","1510","1510","1500","1500","1500","1510","1510","1515","1520","1525","1520","1536","1521","1494","1500","1514","1500","1500","1500","",
"Latin America & Caribbean (excluding high income)","LAC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5163740","5200030","5232330","5270690","5303440","5333840","5360680","5396620","5420260","5463080","5519120","5574510","5619922.227","5664423.455","5713246.682","5771988.909","5839251.136","5900403.364","5959247.591","6019124.898","6050906.045","6077638.273","6128400.5","6164203.727","6190674.025","6187555.182","6190424.009","6187694.636","6188155.264","6205221.991","6205954.728","6197221.105","6191974.663","6180075.22","6171401.55","6179639.68","6188656.51","6201891.14","6210073.57","6202608.6","6176979.11","6181014.82","6185049.43","6193918.84","6206002.25","6205299.66","6222099.37","6167624.88","6144688.99","6162324.5","6148705.8","6156127.7","6156793.1","6106753.9","6088268.24","6055801.2","6068389.38","6039296.797","6034443.807","6031862.032","",
"Lao PDR","LAO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","15500","15500","15000","14500","14500","14600","14600","14700","14720","14770","14820","15120","15320","15550","15680","15800","15900","15980","16050","16060","16090","16170","16200","16300","16350","16380","16400","16500","16520","16600","16620","16640","16650","16900","17000","17000","17560","17650","17730","18060","18410","18760","19110","19460","19850","20250","20630","21040","21680","22200","22765","23072.5","23350","23330","23330","23330","22569","21808","21047","20290","",
"Lebanon","LBN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5620","5700","5700","5800","5960","5960","6060","6160","6200","6250","6300","6350","6450","6400","6350","6300","6250","6190","6130","6010","5980","5980","5980","5980","5990","6000","6040","6040","6040","6050","6060","6060","6060","6070","6090","6180","6220","6260","5825","5950","5980","6160","6270","6383","6530","6790","6771","6630","6630","6400","6510","6580","6600","6620","6650","6710","6733.2","6715.5","6696.7","6696.7","",
"Liberia","LBR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25830","25810","25810","25780","25780","25750","25750","25730","25730","25710","25710","25710","25710","25710","25710","25710","25760","25760","25760","25760","25760","25800","25850","25860","25880","25970","26030","26000","26000","24930","11370.2","11672.8","11975.4","12278","12580.6","12883.2","13185.8","13488.4","13791","14093.6","14396.2","14698.8","15001.4","15304","15606.6","15909.2","16211.8","16514.4","16817","17119.6","17422.2","17724.8","18027.4","18330","18632.6","18935.2","19237.8","19540.4","19540.4","19540.4","",
"Libya","LBY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","111700","113830","115850","117930","119950","122030","124050","126150","128200","130250","132350","134380","136450","138480","140550","142580","144650","146730","148750","150800","151850","152920","154050","154150","154270","154350","154400","154400","154450","154550","154600","154650","154650","154750","155150","156660","156660","154500","154500","154500","154500","154500","154500","153850","153850","153850","153850","153850","153850","153510","153510","153550","153550","153500","153500","153500","153500","153500","153500","153500","",
"St. Lucia","LCA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","170","170","180","180","180","180","190","190","190","190","200","200","200","199","200","200","200","200","202","205","208","210","212","215","218","212","210","210","210","209","198","197","197","195","180","174","170","155","154","142","139","131","124","111","109","101","99.3","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","",
"Latin America & Caribbean","LCN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5677657","5715237","5749037","5789117","5823527","5855577","5884567","5922507","5947957","5992397","6051567","6109547","6158139.227","6207270.455","6259383.682","6326155.909","6394368.136","6454730.364","6513704.591","6573761.898","6604593.045","6630945.273","6682227.5","6718560.727","6747191.025","6745692.182","6746801.009","6744541.636","6743162.264","6759098.991","6758731.728","6745268.105","6738251.663","6725992.22","6716168.55","6723566.68","6732413.51","6745583.14","6752069.57","6745772.6","6720520.11","6727150.82","6729735.43","6743072.14","6754603.25","6751138.76","6765855.27","6713541.88","6691049.99","6704841.4","6692577.8","6696672.7","6698544.1","6649439.9","6630961.24","6595883.2","6608053.38","6577863.797","6572025.807","6569106.032","",
"Least developed countries: UN classification","LDC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","7040088.9","7050598.9","7068508.9","7079878.9","7090608.9","7097798.9","7104718.9","7119068.9","7126138.9","7130508.9","7137798.9","7149528.9","7147038.9","7143718.9","7152628.9","7161868.9","7162418.9","7176788.9","7176828.9","7185468.9","7194018.9","7197744.9","7209100.9","7210226.9","7247492.9","7290688.9","7314284.9","7360480.9","7388216.9","7400142.8","7405110.97","7426979.74","7293818.51","7334517.28","7371460.5","7411643.72","7449237.04","7473670.26","7516383.48","7549499.7","7600104.42","7625845.54","7698020.96","7720290.88","7806864.5","7841394.62","7880803.34","7923406.06","7972606.08","8020222.9","8052524.54","7682258.745","7719553.07","7741392.635","7761355.299","7788530.125","7815918.05","7836030.12","7841275.62","7853215.12","",
"Low income","LIC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5656516.7","5666276.7","5673306.7","5680756.7","5683346.7","5681326.7","5685646.7","5696706.7","5706226.7","5699786.7","5706336.7","5721596.7","5725506.7","5720756.7","5724416.7","5733586.7","5734586.7","5737436.7","5736206.7","5745466.7","5743456.7","5746056.7","5755816.7","5755176.7","5778916.7","5817756.7","5835526.7","5872296.7","5894476.7","5913076.7","5913634.7","5937667.3","5798919.9","5834672.5","5864209.55","5894716.6","5926583.65","5947440.7","5977627.75","6004064.8","6046596.91","6065581.42","6130610.23","6140262.54","6210958.55","6236238.06","6259076.17","6278812.28","6315441.39","6352348.9","6382739.92","6007861.065","6030611.21","6043625.155","6052884.8","6069857.225","6085790.45","6097535.22","6102230.72","6106976.22","",
"Liechtenstein","LIE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","80","80","80","80","70","70","70","70","70","70","70","70","70","70","70","69","67.7","66.4","65.1","63.8","62.5","61.2","59.9","58.6","57.3","56","54.7","53.4","52.3","52.7","52.7","52.7","52.7","52.7","53.2","",
"Sri Lanka","LKA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","17230","17070","20600","21030","21560","22050","22550","23210","23280","23330","23390","23450","23510","23570","23590","23960","24330","24690","23590","23490","23490","22960","23080","23110","23150","23260","23340","23370","23400","23390","23420","23440","23200","23230","23260","23270","23280","23290","23450","23500","23510","23560","23700","23100","25100","24400","23900","25950","26100","26200","27300","27400","27400","27400","27400","27500","27602","28116","28115.728","28120","",
"Lower middle income","LMC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","9606752.3","9630827.2","9664336.3","9693937.9","9739638.5","9751902.2","9761555.9","9770786.7","9812777.5","9808406.9","9813662.8","9794287.2","9864197.2","9833057.2","9837407.2","9692777.2","9666177.2","9675227.2","9674982.2","9693157.2","9633407.2","9682095.6","9675702.6","9744257.8","9817631.2","9880831.2","9938760.2","9961449.2","9994247.2","9991312.3","10014017.47","10016871.44","10010169.86","10031968.88","10064626.5","10083874.12","10217254.24","10235032.06","10281106.53","10294487.6","10322009.75","10339343.1","10220672.45","10267756.8","10105147.15","10125428.5","10161543.85","10185143.2","10219578.412","10231142.2","10258032.56","10267531.293","10297426.93","10302799.44","10331363.87","10382525.675","10420366.418","10427325.182","10418085.337","10433653.303","",
"Low & middle income","LMY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","31008445.4","31103232.4","31210170.7","31305413.8","31419417.6","31500339.2","31578758.4","31677515.4","31810892.6","31888042.7","32000696.3","32109803.2","32292784.027","32367781.055","32464480.982","32452211.342","32555078.103","32696306.264","32808741.591","32942987.798","32966712.845","33132668.473","33289353.2","33512909.427","33768446.425","33935569.082","34087323.909","34204937.536","34328763.164","34425276.791","34514511.318","34562526.885","34426679.283","34506352.38","34492182.2","34529131.02","34711971.24","34749179.46","34826099.43","34864032","34903843.504","34937659.609","34879723.153","34942072.818","34861510.022","34887974.127","34948715.331","34929172.436","34980103.302","35114591.7","35146124.9","34800299.198","34856908.7","34827489.775","34845341.31","34878274.9","34941831.958","34925995.309","34895105.164","34913697.305","",
"Lesotho","LSO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25810","25760","25760","25780","25780","25830","25830","25330","24780","24270","23640","23590","23590","23590","23760","23590","22920","22930","23090","22960","23020","22920","22870","23010","23080","22910","23300","23430","23050","23210","23230","23360","23340","23290","23240","23260","23290","23290","23290","23340","23340","23040","23040","23140","23270","23070","23290","23620","23390","23260","23120","22853","22521","22763","22230","23560","24180","24333","21420","26000","",
"Late-demographic dividend","LTE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","12950899.4","13032431.5","13116000.7","13194752.2","13287875.4","13369823.3","13449128.8","13532635","13621391.4","13714012.1","13821959.8","13916972.3","14024322.9","14139345.7","14230546.4","14204700.533","14329837.067","14446705","14532755.1","14636994.08","14714644.9","14835105.9","14966762.4","15102200.2","15243102.57","15293067","15342210.6","15389693","15441170.4","15483213.3","15518103.81","15511318.96","15463401.29","15478663.62","15393080.95","15381002.28","15506127.11","15503036.94","15508142.77","15512623.8","15468064.654","15457501.509","15302527.763","15290078.218","15292408.172","15296021.927","15294640.081","15316915.036","15332958.652","15401807.6","15404785.2","15425057.473","15460828.2","15454064.6","15473706.2","15481565.4","15537212.492","15529165.359","15507171.148","15492262.743","",
"Lithuania","LTU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33890","33330","31260","34100","34110","34170","34250","34960","34180","28960","28850","25410","26043","28370","27907","26959","26721","26890","27723","28059","28422","28914","29524","30059","29539","29353","29470","29750","29428","",
"Luxembourg","LUX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1280","1280","1280","1280","1280","1290","1290","1310","1310","1307","1310.4","1312.7","1314.2","1308.8","1309.9","1312.7","1306.51","1311.58","1315.59","1315.92","1321.36","",
"Latvia","LVA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25300","25140","25400","18320","18740","17720","17490","16170","15880","15810","15950","15820","16420","17340","18550","18390","18250","18330","18050","18160","18410","18770","18720","18845","19310","19330","19380","19600","19690","",
"Macao SAR, China","MAC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","233700","235800","238500","241100","244200","247380","249380","252380","254290","257050","259330","261700","264250","266300","269170","271500","275000","279180","280040","289300","290900","291770","292730","293840","293980","294970","296660","297440","300640","303430","303550","306160","307110","309640","307490","309660","308950","309760","306930","306520","303700","302830","308760","300410","299890","299460","299600","299810","300026","299883","301038","304030","305850","300825","300470","308750","310465.482","305258.072","296119.07","303820","",
"Monaco","MCO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25600","25570","25570","25560","25560","25560","25560","25570","25440","25390","25340","25280","25220","24990","24830","24850","24810","24720","24650","24620","24600","24610","23150","23180","23179","23173","22571","22616","22646","",
"Madagascar","MDG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","351450","351700","351950","352200","352450","352700","352950","353200","353500","353700","353900","354200","354400","354750","357590","357640","359290","360000","360200","360400","360750","361000","361350","361600","361950","362200","362400","362700","362950","363250","363500","363700","364900","364800","364800","365960","374900","384900","395000","405000","408430","408430","408430","408430","408930","408930","408930","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","408950","",
"Maldives","MDV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","50","50","50","50","50","50","50","50","50","50","60","60","70","70","70","70","70","70","70","70","70","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","90","100","120","120","110","90","70","70","70","70","69","69","64","64","64","64","64","64","64","64","64","",
"Middle East & North Africa","MEA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2891370","2890610","2893630","2894670","2897430","2897690","2904430","2908000","2915310","2923320","2945230","2966090","2971570","2973470","2964330","2967860","2967300","2964620","2976650","2965280","2928986","2937553.4","2946957.4","3005843.6","3061498","3113628","3171820","3231780","3279228","3332572","3353744","3372949.8","3454761.8","3530116.6","3600930","3675254.6","3735809.2","3827646.2","3886065","3875962","3885181","3893443","3900272","3908697","3746479","3744975.5","3749248","3725215","3719938.6","3723725.3","3725570.3","3727282.6","3729734.05","3729523.2","3731158.271","3736453.054","3745143.459","3744976.411","3737919.209","3746084.439","",
"Mexico","MEX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","983160","981790","981090","980490","979790","979140","978390","977690","977090","976350","969380","971500","974000","975510","975510","975510","976010","981980","979980","981800","982100","983150","1010200","1010310","1014350","1014410","1025500","1030510","1040500","1051510","1061540","1061770","1061800","1061900","1061950","1063100","1063100","1063250","1063260","1063300","1065500","1065500","1065500","1065700","1065700","1065700","1067000","1033550","1026820","1018070","1013220","1005120","994860","987480","986800","983380","969460","965160","961060","971380","",
"Marshall Islands","MHL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","130","130","130","130","130","130","130","130","120","86","86","86","86","86","86","86","86","",
"Middle income","MIC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25351928.7","25436955.7","25536864","25624657.1","25736070.9","25819012.5","25893111.7","25980808.7","26104665.9","26188256","26294359.6","26388206.5","26567277.327","26647024.355","26740064.282","26718624.642","26820491.403","26958869.564","27072534.891","27197521.098","27223256.145","27386611.773","27533536.5","27757732.727","27989529.725","28117812.382","28251797.209","28332640.836","28434286.464","28512200.091","28600876.618","28624859.585","28627759.383","28671679.88","28627972.65","28634414.42","28785387.59","28801738.76","28848471.68","28859967.2","28857246.594","28872078.189","28749112.923","28801810.278","28650551.472","28651736.067","28689639.161","28650360.156","28664661.912","28762242.8","28763384.98","28792438.133","28826297.49","28783864.62","28792456.51","28808417.675","28856041.508","28828460.089","28792874.444","28806721.085","",
"North Macedonia","MKD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","13070","12970","12960","12870","12900","12830","12910","12820","12350","12420","13340","13010","12620","12280","12240","10760","10630","10130","11190","11180","12670","12600","12610","12620","12650","12660","12640","12650","12620","",
"Mali","MLI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","316980","317030","317080","317130","317180","317220","317280","317280","317280","317780","317780","317780","317780","318280","318780","320770","320750","320750","320800","320800","320830","320830","320830","320830","321030","321060","321060","321230","321230","321280","321380","322400","331400","352500","354190","366500","376500","376500","376500","386000","392740","396840","407260","397910","403920","404660","405970","405510","410454","410510","416510","416510","412010","412010","412010","412010","412010","412010","412010","412010","",
"Malta","MLT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","180","170","160","150","140","140","140","140","140","140","140","140","140","140","130","130","140","140","140","130","130","130","130","130","130","130","130","130","130","130","130","130","130","130","110","110","100","90","90","90","100","100","104","100","93","93","93","93","93","103.3","103.3","103","102.3","102.3","102.3","103.8","103.8","103.8","103.8","103.8","",
"Myanmar","MMR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","104300","104700","105070","106200","105830","107400","107670","107680","107670","108010","108050","108050","103220","103330","103470","103620","103560","103670","103770","103850","104210","104410","104380","104220","104290","104350","104220","103730","103950","104280","104160","103980","104460","104210","104500","105040","105190","105130","106090","108120","109390","109250","109820","110820","112630","115970","119840","122770","124410","125260","125580","125490","125870","126320","127489.999","127600","130536","130713","129794","130080","",
"Middle East & North Africa (excluding high income)","MNA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2010020","2009130","2011770","2012490","2015150","2015070","2021590","2024820","2031760","2039260","2060680","2081020","2085850","2086940","2077390","2080320","2079180","2075930","2087410","2075460","2038556","2046553.4","2053707.4","2060893.6","2064368","2064798","2070970","2079370","2075198","2076092","2095114","2113229.8","2124581.8","2129746.6","2130540","2134894.6","2125399.2","2137216.2","2124465","2112930","2121940","2129130","2135147","2143873","1981618","1980800","1984994","1962019","1959574","1963875","1965865","1968161.6","1971165.75","1967950.9","1968888.971","1974065.254","1981961.778","1981758.042","1974628.24","1982744.17","",
"Montenegro","MNE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5140","5130","5140","5120","5130","5130","2231.3","2303.2","2314","2557","2563","2568","2570","2579.5","",
"Mongolia","MNG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1406830","1406830","1406830","1406810","1406830","1406830","1406830","1406830","1406520","1406840","1406830","1406830","1406830","1406830","1406830","1255520","1259750","1259170","1247130","1245870","1245190","1245250","1249760","1246070","1245870","1245310","1248890","1252340","1255320","1256560","1261300","1235900","1191240","1184690","1184690","1184690","1288910","1291320","1302820","1304700","1301295","1301180","1142714","1141527","1139278","1147273","1146800","1145070","1142700.562","1142100.3","1141878","1140679.033","1140302.8","1136820","1136644.1","1135607.9","1134671.9","1134330","1133735","1126995.469","",
"Northern Mariana Islands","MNP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","30","30","30","30","30","30","30","30","30","17","17","17","17","17","17","17","17","17","17","17","5.4","5.4","5.4","",
